id,level,display_name,llm_annotation
C138634970,2,Medieval art,Art
C2777645362,2,Cost of living,Economics
C174195342,5,Four-vector,Physics
C10282146,5,Relation algebra,Mathematics
C169677936,2,Indigenization,Sociology
C2777899162,4,Chondroplasty,Medicine
C3018957569,2,Dominant lethal,Biology
C2910037063,2,Dental Equipment,Medicine
C2781470083,4,Norvaline,Chemistry
C2984553159,2,Fixed charge,Economics
C191727507,5,Software regression,Computer science
C2778566535,2,Diathesis,Medicine
C2779242930,4,Global temperature,Environmental science
C2778650401,3,Hypochromic anemia,Medicine
C2777482430,3,Peripheral edema,Medicine
C133199616,2,Empirical modelling,Computer science
C2777940294,2,Marginalia,History
C2994439023,2,Applied philosophy,Philosophy
C203702819,3,Logical data model,Computer science
C54887055,5,DNA nanoball sequencing,Biology
C78669399,3,B-tree,Computer science
C56541541,3,Frost weathering,Geology
C3020757746,3,Learning disorders,Psychology
C2775999090,3,Joint Forest Management,Environmental science
C2776707738,4,Crista terminalis,Medicine
C2778539182,4,Agonist-antagonist,Medicine
C2778068216,2,Malice,Psychology
C6353995,5,Human-computer interaction in information security,Computer science
C2908780116,4,Ischemic reperfusion injury,Medicine
C2781368961,2,Differentiated instruction,Psychology
C2910443878,4,Deoxyribonucleotides,Biology
C2909946173,3,Lumbar Nerve,Medicine
C2779487301,4,Trichodina,Biology
C2994121768,3,Ethnic composition,Sociology
C2777802297,4,Thyroid adenoma,Medicine
C3017515162,2,Lateral wall,Medicine
C65112344,3,Logotherapy,Psychology
C2777173706,3,Sesbania sesban,Biology
C3018923281,2,Chemical agents,Chemistry
C112987892,2,Catastrophic failure,Engineering
C2779642007,2,Speech disorder,Medicine
C14201764,5,Symmetric graph,Mathematics
C2992191624,2,Bone development,Biology
C99498324,3,Obligate parasite,Biology
C2775834536,2,Pastoral theology,Philosophy
C18645856,3,Network resource planning,Business
C20209278,4,Quartz monzonite,Geology
C2778584072,3,Robustification,Computer science
C2779219991,4,Fredholm operator,Mathematics
C2778472138,2,Old field,Environmental science
C2910328414,2,Benzothiadiazines,Chemistry
C2776418696,5,Phosphogluconate dehydrogenase,Biology
C2781026342,2,Counterculture,Sociology
C2778810689,3,Lobotomy,Medicine
C126707884,2,sed,Computer science
C2776529561,3,Embezzlement,Business
C2777644073,3,Dynamic Tension,Physics
C203132368,4,Intact forest landscape,Environmental science
C2777332535,2,Right-to-left,Computer science
C2778092261,3,Posterior commissure,Medicine
C2994201839,4,Digital advertising,Business
C3020182939,2,Counselling psychology,Psychology
C40477301,4,Jewish literature,History
C2779081735,3,Temporal fascia,Medicine
C192465680,2,Precondition,Computer science
C84181032,3,Quartic plane curve,Mathematics
C182931732,2,Accounting method,Business
C528182289,4,Television director,Art
C2778237697,2,Ostectomy,Medicine
C2775891139,3,Friedman rule,Economics
C2983443914,2,Geophysical prospecting,Geology
C2779714242,4,Emamectin,Chemistry
C2911179620,3,Immunopotentiator,Medicine
C2778109090,2,Thematic structure,Sociology
C2909643783,4,ACTH secretion,Medicine
C2779054139,3,Hydropneumothorax,Medicine
C2780877534,3,Electroantennography,Biology
C2779465792,4,Cephalogram,Medicine
C2781255744,3,Waxing,Medicine
C33666660,5,Feedwater heater,Engineering
C2780862976,2,Conflict transformation,Political science
C2777145589,2,Computer lab,Computer science
C2908589492,3,Respiratory paralysis,Medicine
C2781307350,2,Mobile radio,Engineering
C25536438,4,Network information system,Computer science
C2909597000,2,Roche Diagnostics,Medicine
C3017608808,2,Child advocacy,Sociology
C2780699622,2,Blasphemy,Philosophy
C2775884256,2,Destabilisation,Political science
C3019527723,3,Field size,Mathematics
C2780985571,2,Relational contract,Business
C54678060,4,Hodge conjecture,Mathematics
C2780323381,3,River morphology,Geography
C100709819,2,Factor cost,Economics
C2779770810,3,Sirius Red,Chemistry
C2910377794,3,Intraoperative Awareness,Medicine
C2777911022,3,Superior rectus muscle,Medicine
C161557802,4,Forced labour under German rule during World War II,History
C152622121,3,NTSC,Engineering
C2779489910,4,Evolved gas analysis,Chemistry
C2994067223,4,Genomic sequencing,Biology
C2776039514,4,Inventory analysis,Business
C2777362836,2,Righteousness,Philosophy
C126272718,3,Sound energy,Physics
C3020807538,2,Day treatment,Medicine
C2778873432,2,Housewife,Sociology
C195618885,3,Storage effect,Biology
C2909363899,2,Ocular surgery,Medicine
C62767890,5,Involutory matrix,Mathematics
C2910186565,2,Pulmonary medicine,Medicine
C53619493,3,Architecture framework,Engineering
C2991880234,2,Global challenges,Political science
C2778985074,2,Indictment,Political science
C120927855,4,Web application development,Computer science
C75732639,3,Appeasement,Political science
C2777508679,3,Language and thought,Psychology
C93992136,5,Non-standard cosmology,Physics
C2776456406,4,Locally nilpotent,Mathematics
C137665795,2,Spherical mean,Mathematics
C24097846,3,Thermal physics,Physics
C2994219458,2,Toxic gas,Chemistry
C2776484797,5,Open shop,Business
C2779570255,2,Vestibulocochlear nerve,Medicine
C207113745,3,Fock matrix,Physics
C76801838,3,Schauder basis,Mathematics
C55138121,3,Rotational angiography,Medicine
C137308460,3,Consumer-to-business,Business
C205285802,3,Chiefdom,Political science
C2910039621,3,Fly larvae,Biology
C104182661,2,Study skills,Psychology
C17685861,2,Time derivative,Mathematics
C175239898,2,Nurse–client relationship,Medicine
C2780656811,2,Developmental profile,Psychology
C2781246517,3,Phonemic awareness,Psychology
C2994389670,2,Water diversion,Environmental science
C69151251,2,Generalized function,Mathematics
C2780017575,2,Atony,Medicine
C96777728,3,Kinesics,Psychology
C141100683,4,Convenience yield,Economics
C138843760,2,Breadth-first search,Computer science
C503426891,2,False advertising,Business
C3020284061,3,Curative treatment,Medicine
C114425635,2,Proximate and ultimate causation,Biology
C2779120887,3,Participle,Philosophy
C3018590553,2,Zip code,Geography
C2780174665,2,Traditionalism,Philosophy
C2776922315,2,Bank failure,Economics
C53858194,2,Settlor,Business
C82756550,2,Transient state,Physics
C78289832,5,Projective texture mapping,Computer science
C2779627259,3,Pretext,Philosophy
C2780197888,3,Iodoacetic acid,Chemistry
C2777516300,3,Data discovery,Computer science
C2776955676,5,Hybrid routing,Computer science
C2775847253,3,Spontaneous alternation,Psychology
C2908885201,3,Atypical Lymphocyte,Medicine
C2776935111,2,Afro-Caribbean,Sociology
C2779726913,3,Straight leg raise,Medicine
C7982256,4,Stein manifold,Mathematics
C2779802117,3,Developmentalism,Political science
C2776721811,2,Gulag,History
C2994001752,3,Heat transfer fluid,Engineering
C153938966,4,Object-based spatial database,Computer science
C69130913,3,Lowry protein assay,Chemistry
C2780274944,2,Pinus roxburghii,Biology
C2992403231,2,Computer laboratory,Computer science
C2781371012,3,Labia majora,Biology
C2994206189,2,Nested logit,Economics
C112675119,3,Periodic boundary conditions,Physics
C2993534703,2,Channel tunnel,Engineering
C2780412351,2,Purgatory,Philosophy
C2994333706,2,Irish sea,Geography
C2779611367,3,Fast fashion,Business
C149568634,3,Gibbs phenomenon,Mathematics
C35661339,3,Classical group,Mathematics
C2911006864,2,Microscopic Anatomy,Biology
C8840205,5,Streptamer,Biology
C2778991448,2,African philosophy,Philosophy
C105129939,5,Augmented matrix,Mathematics
C12880351,3,Direct digital control,Engineering
C2781359555,2,Main stem,Biology
C107574306,2,Exemplification,Philosophy
C46399941,2,Theodolite,Engineering
C44594293,3,Characteristic class,Mathematics
C2779721780,2,Dematerialization (economics),Economics
C55884918,2,Statically indeterminate,Engineering
C2780601250,3,Myrinet,Computer science
C76934896,5,HadCM3,Environmental science
C2777305511,2,Centring,Engineering
C2909634114,2,Head nurse,Medicine
C2992078993,2,Free water,Chemistry
C2778483526,2,Omen,Philosophy
C2778789187,3,Hesiod,History
C154511111,2,Law and literature,Philosophy
C2908904536,3,High Gravity,Physics
C2776697782,4,Software prototyping,Computer science
C93430992,2,User analysis,Computer science
C2777553417,4,Maastricht Treaty,Political science
C2780200862,2,Tweaking,Computer science
C47993264,5,Traveler's dilemma,Economics
C2778838397,3,Uses and gratifications theory,Sociology
C205890394,2,Parabola,Mathematics
C2780037505,2,Expressivism,Philosophy
C76449154,2,African-American history,History
C2776377115,2,Steam engine,Engineering
C2983317576,4,Power demand,Engineering
C2780615356,3,National Museum of Natural History,Biology
C39292890,2,Schwarzian derivative,Mathematics
C105932330,2,Subshift of finite type,Mathematics
C2988296547,2,Air combat,History
C2778163492,2,Eye protection,Medicine
C2910815756,3,Tungsten Compounds,Chemistry
C60940604,2,Palaeography,History
C14814345,5,Theriogenology,Medicine
C2775914203,3,Tenera,Biology
C2985831756,2,Maximum temperature,Physics
C2989255885,3,Molecular conformation,Chemistry
C2909871498,2,Women's Liberation,Sociology
C2993250105,2,Family relationship,Sociology
C2778205499,2,Glume,Biology
C2994537864,2,Human medicine,Medicine
C2777892571,2,Thematic apperception test,Psychology
C2984396361,3,Beam energy,Physics
C2778400925,2,Kitsch,Art
C2908660692,4,Borrelia Burgdorferi Infection,Medicine
C2992826032,3,Public discourse,Political science
C2992349816,3,Limb loss,Medicine
C104247647,3,Environmental graphic design,Art
C2908646432,3,Chinese tea,History
C27420735,4,Peptide mass fingerprinting,Biology
C153071266,2,Mathematical sociology,Sociology
C2777244283,5,Eriodictyol,Chemistry
C2909849945,3,Rectosigmoid Colon,Medicine
C82862341,3,Incrementalism,Political science
C68160299,4,PC Card,Computer science
C153327018,3,Nomothetic,Psychology
C2779028768,2,Agape,Philosophy
C2992105425,3,Vasomotor system,Medicine
C90806461,2,Propagation delay,Computer science
C2993025222,3,Upper echelons,Business
C80782408,3,Electroneuronography,Medicine
C164781476,5,S-Video,Engineering
C2986910011,3,Cellular radio,Engineering
C2778718127,2,Uzbek,History
C80115032,2,DIDO,Computer science
C2909739256,3,Dental Prophylaxis,Medicine
C3019605676,2,Laboratory test,Medicine
C3020366717,2,Free access,Political science
C2778124894,2,Pallor,Medicine
C2909418356,3,Venous Valves,Medicine
C138267214,3,IEC 61508,Engineering
C2776761581,3,Cortisone acetate,Medicine
C41555743,3,Chinese literature,Art
C58812954,5,Audit substantive test,Business
C88742014,3,De novo synthesis,Biology
C196977105,2,Egyptology,History
C2777200877,4,Rapid automatized naming,Psychology
C2909225500,2,Encephalomalacia,Medicine
C39947850,3,Geometric distribution,Mathematics
C2992052470,2,Medical expenses,Medicine
C2780760462,4,Video modeling,Psychology
C146246686,2,Absurdism,Philosophy
C2777451057,2,Mathematical sciences,Mathematics
C155292618,4,Bacterial capsule,Biology
C71564387,5,Chebyshev's inequality,Mathematics
C47664361,3,Price variance,Economics
C2986265317,2,Chief executive officer,Business
C184049767,5,Coherent information,Physics
C196276664,2,First-mover advantage,Business
C2778447413,2,Vigil,History
C11067248,4,Prime k-tuple,Mathematics
C144251240,4,Nucleofection,Biology
C96851999,3,Subconscious,Psychology
C61192294,5,Concurring opinion,Political science
C2780935849,3,Mass generation,Physics
C2777062240,2,Family values,Sociology
C2776460390,3,Secondary development,Computer science
C2778934450,2,DPSIR,Environmental science
C42041008,2,Catharsis,Psychology
C2775835284,3,Potassium periodate,Chemistry
C98343932,3,Excludability,Economics
C177235770,4,Revenue recognition,Business
C20364790,3,Oceanic basin,Geology
C132643394,2,Positive displacement meter,Engineering
C2779940452,3,Complete mixing,Engineering
C2778870524,3,Monel,Materials science
C130344250,2,Gradualism,Biology
C50825304,4,Single-phase electric power,Engineering
C2776789421,4,History of political thought,Political science
C64708745,3,Partial correlation,Mathematics
C168263082,3,Unilateralism,Political science
C153660203,4,EGF-like domain,Biology
C189096121,4,Inertial reference unit,Engineering
C22713304,2,Critical ionization velocity,Physics
C2779631151,2,Underspecification,Computer science
C36391188,2,Semantic change,History
C2910824759,3,Investigational Drugs,Medicine
C2781280609,3,Vowel harmony,Sociology
C197623797,5,Free abelian group,Mathematics
C3019072954,2,Manpower planning,Business
C40105971,5,Mobile identification number,Computer science
C544072693,3,Technology strategy,Business
C159319019,2,Organizational chart,Business
C2776675952,2,Corporatization,Business
C178884764,3,Musical acoustics,Physics
C117855890,2,Hyperbolic set,Mathematics
C2908816375,2,Arterial pH,Medicine
C2985684807,2,Text generation,Computer science
C2778872062,4,Dirichlet form,Mathematics
C2778636908,2,Grain trade,Economics
C2780559919,2,Birch reduction,Chemistry
C2910003292,3,Pulmonary Infarction,Medicine
C2779470537,2,Urban studies,Geography
C3019659684,3,Dual function,Mathematics
C3019899679,2,Neoplastic disease,Medicine
C157532075,3,Work ethic,Sociology
C150355047,2,Extensionality,Philosophy
C2779730802,3,Antimony trioxide,Chemistry
C2779745859,2,Dual economy,Economics
C19963470,2,Capital asset,Economics
C2993799238,3,Binary alloy,Materials science
C204154756,3,Discrete measure,Mathematics
C7879355,3,Closed category,Mathematics
C2780789303,3,Interregnum,History
C2909118936,4,Live donor,Medicine
C2776313836,3,Thought disorder,Psychology
C2778330532,3,Automatic indexing,Computer science
C2776822937,3,Bibliographic coupling,Computer science
C70488441,5,Friendship graph,Mathematics
C188855776,4,Step recovery diode,Engineering
C2909950174,3,Desoxyribonucleic acid,Biology
C2781390367,2,Intrusiveness,Psychology
C2991992180,2,Time of death,Medicine
C184537036,3,Generalizations of the derivative,Mathematics
C2515530,3,Formal charge,Chemistry
C2993655865,2,Active carbon,Chemistry
C2991697936,3,Health statistics,Medicine
C2779748257,3,Solar thermal collector,Engineering
C2777207567,3,Meteorological disasters,Environmental science
C2780972836,2,Racial integration,Sociology
C2777422184,3,Western Palaearctic,Geography
C2778971816,2,Environmental chamber,Environmental science
C169485995,3,File Transfer Protocol,Computer science
C2780030507,4,Voter registration,Political science
C61714564,4,Symbolic programming,Computer science
C39489675,2,Culture theory,Sociology
C2910396414,4,Cephradine,Medicine
C2776824051,2,Class size,Sociology
C162147374,3,Space Age,History
C2776463070,3,Curriculum studies,Sociology
C91417817,2,Curtius rearrangement,Chemistry
C3017727758,3,Roller bearing,Engineering
C2777402642,2,Explanatory power,Philosophy
C2910719800,3,Pulpectomy,Medicine
C3019341166,2,Harvest time,Geography
C133916931,3,Stylolite,Geology
C3018403923,3,Plasma clearance,Medicine
C2776447739,2,Laziness,Psychology
C2778734332,3,Research development,Business
C2911066239,2,Face surgery,Medicine
C2778534123,4,Ovariole,Biology
C2779427065,3,Subphrenic abscess,Medicine
C50488108,3,Marginal stability,Physics
C50230483,5,Pre-shared key,Computer science
C196621874,4,IDEF1X,Computer science
C2776745099,2,Metalinguistic awareness,Psychology
C2781166053,2,Food storage,Engineering
C120860951,3,IUCN protected area categories,Environmental science
C156262857,3,Moment distribution method,Engineering
C149775602,3,Realpolitik,Political science
C100036529,3,Monomorphism,Mathematics
C3017419851,2,Water tanks,Engineering
C2909930183,2,Accidental fall,Medicine
C2781300351,2,National archives,History
C44648626,2,Percentage point,Mathematics
C2778213172,3,Somatic anxiety,Psychology
C2910179533,5,Acupuncture analgesia,Medicine
C6077466,3,Complex quadratic polynomial,Mathematics
C2776187405,2,Geek,Sociology
C2778803647,3,Due Process Clause,Political science
C2778465573,4,Breast lumps,Medicine
C2780579538,3,Guided imagery,Psychology
C164117720,3,Ambiguity tolerance,Psychology
C2779786979,2,Cultural learning,Sociology
C55034048,3,Trigone of urinary bladder,Medicine
C2780749935,4,Cognitive deficit,Psychology
C114645060,2,Faithful representation,Philosophy
C500621485,3,Buddhist philosophy,Philosophy
C105045736,3,Random walker algorithm,Computer science
C156172958,4,Grid reference,Geography
C2778202820,2,Substitution effect,Economics
C2778211684,3,Frontalis muscle,Medicine
C2992598406,2,Art and design,Art
C72064307,2,Lateral inhibition,Biology
C84848861,2,Women's studies,Sociology
C2780731448,4,Supraorbital nerve,Medicine
C2776651484,3,Light cone gauge,Physics
C2777880623,2,Videophone,Engineering
C85289506,3,Personnel economics,Economics
C2988035592,3,Regression function,Mathematics
C2779917138,2,Idiosyncrasy,Psychology
C2777944147,2,Behold,Philosophy
C2779517930,3,Duty to warn,Psychology
C2778848085,3,Domain specificity,Psychology
C2779000391,2,Barium chloride,Chemistry
C2986158284,2,Distance measurement,Mathematics
C172862783,5,Control system security,Engineering
C2984039729,2,Electromagnetic theory,Physics
C2910508087,3,Skeletal disorder,Medicine
C74912251,2,Memory footprint,Computer science
C2992981700,2,Congenital disease,Medicine
C123813714,3,Personal area network,Computer science
C2993581349,2,Land value,Economics
C103073706,5,Noisy-channel coding theorem,Computer science
C2779518780,3,Justiciability,Political science
C115483411,5,Convex conjugate,Mathematics
C116827671,4,Compact quantum group,Mathematics
C203094294,2,Online research methods,Sociology
C144455579,3,Transformational grammar,Psychology
C2776773308,3,Positive behavior support,Psychology
C2988876627,2,Power point,Computer science
C2994313005,3,Brand strategy,Business
C171046052,4,Kinematic diagram,Engineering
C173628569,5,Seifert surface,Mathematics
C514254568,3,Folklife,Sociology
C113160883,3,Civic virtue,Political science
C2779938346,4,Myosin-light-chain phosphatase,Biology
C176684429,5,Choquet theory,Mathematics
C2909236549,2,New Hebrides,History
C152298349,3,Datagram,Computer science
C134246092,2,Index of dissimilarity,Sociology
C124042286,2,Aryan race,History
C2777901627,3,Anisocytosis,Medicine
C23592801,4,Social movement theory,Sociology
C3018917446,3,Delayed union,Medicine
C2988782748,2,Cell structure,Biology
C2992231472,2,Environmental crisis,Environmental science
C2992108582,2,Theological seminary,Philosophy
C2780127627,2,Madam,Sociology
C125496544,3,Arabic languages,Geography
C2780018685,3,Finite strip method,Engineering
C122679697,3,Length contraction,Physics
C2776525051,4,Square antiprism,Mathematics
C2910203904,3,Laparoscopes,Medicine
C2985276286,2,Bilateral symmetry,Biology
C160921499,2,Numéraire,Economics
C9272383,2,Business risks,Business
C2776763059,2,Practitioner research,Sociology
C2994481073,3,Student development,Psychology
C145628200,5,Fourth-generation programming language,Computer science
C142806159,3,Surrogate data,Computer science
C2992990754,2,Family systems theory,Psychology
C124505010,5,Customised Applications for Mobile networks Enhanced Logic,Computer science
C2781036200,3,Urge incontinence,Medicine
C2780487337,2,People of God,Sociology
C137891326,5,Green's theorem,Mathematics
C2780981602,3,Sediment control,Environmental science
C10570548,5,Dance improvisation,Art
C189237950,2,Stationary point,Mathematics
C65230186,2,Heating oil,Engineering
C166591241,5,Isograd,Geology
C2779424989,2,Hypoactivity,Medicine
C69187535,3,Quantum hydrodynamics,Physics
C2779873701,2,Scholasticism,Philosophy
C186711583,2,Resource-based relative value scale,Medicine
C2780829570,3,Compact finite difference,Mathematics
C96716892,5,Sleep inertia,Psychology
C6393950,4,RUNX1T1,Biology
C91331118,4,NP,Computer science
C2779228454,3,Kinetic term,Physics
C93058836,3,Chain code,Computer science
C31094802,3,Sleep induction,Medicine
C161326058,2,Principal axis theorem,Mathematics
C2994587664,2,Protein chip,Biology
C2776309414,3,Family preservation,Sociology
C2779190738,4,Trade diversion,Economics
C2779186712,3,Pivalic acid,Chemistry
C3017941357,2,Social function,Sociology
C175224512,5,Embedded Java,Computer science
C55022723,5,Cold welding,Materials science
C3017602531,4,Lymphocyte activation,Biology
C2909138857,3,Mydriatics,Medicine
C2989343102,2,Field survey,Geography
C2983946233,2,Nearest neighbour,Computer science
C117131394,5,Tax shield,Economics
C2908542296,2,Neuroleptanalgesia,Medicine
C2781406287,3,Coal preparation plant,Engineering
C57149124,4,Sleep mode,Computer science
C139925424,3,Facultative lagoon,Environmental science
C2777597347,3,Access to Higher Education,Sociology
C149137386,5,Geobiology,Biology
C2777993278,2,Popular education,Sociology
C2778098538,3,Oryzalin,Chemistry
C2781209966,2,Educational institution,Sociology
C2993995455,2,Legal document,Political science
C2778436413,3,Loganin,Chemistry
C2776046275,3,Selenastrum,Biology
C61449625,5,Admissible decision rule,Mathematics
C2992232610,2,Waste paper,Environmental science
C2779903241,2,Anterior fontanelle,Medicine
C2780201653,4,Streptomyces albus,Biology
C158951850,5,Carrier testing,Medicine
C2910825845,2,Behavioural disorders,Psychology
C2992037450,3,Water infrastructure,Engineering
C2992840811,2,Gas analyzer,Engineering
C150189879,5,Cleaved amplified polymorphic sequence,Biology
C2780466306,2,Chariot,History
C151205565,3,Cox–Ingersoll–Ross model,Economics
C23924245,2,Epithet,History
C2781211949,4,Surplus value,Economics
C2911156359,2,Micronesian,Geography
C2909549230,2,Radiation Accidents,Physics
C70371522,3,Polyphenism,Biology
C2780600951,3,Chronic condition,Medicine
C2983215976,3,Magnetic noise,Physics
C2777040690,3,Midrash,History
C2776662845,3,Tribalism,Sociology
C117656884,3,Weighted geometric mean,Mathematics
C127042158,4,Successive over-relaxation,Mathematics
C64863464,4,Juxtacrine signalling,Biology
C36003996,3,Forming gas,Chemistry
C3018944089,3,Systems research,Engineering
C2777682434,4,Energy mix,Environmental science
C2777262511,3,Oscillopsia,Medicine
C99775784,5,Fundamental vector field,Mathematics
C89052216,4,Oenology,Chemistry
C2776407475,3,Pathognomonic,Medicine
C2779350395,3,Family farm,Economics
C2994165510,3,Political correctness,Political science
C27462124,3,Demobilization,Political science
C2778156934,3,Methyl isobutyl ketone,Chemistry
C2992253191,4,Gene engineering,Biology
C155518411,3,Alkane stereochemistry,Chemistry
C2781009331,3,Blackface,Sociology
C139423837,5,Two-way deterministic finite automaton,Computer science
C2909894882,2,Striated Muscles,Biology
C2993101085,3,Mental activity,Psychology
C2778224990,4,Cell and molecular biology,Biology
C163401089,2,Undue influence,Psychology
C2776952961,2,Methaqualone,Medicine
C2778295318,2,Sweatshop,Sociology
C2779251421,2,Cecropia,Biology
C2778525397,2,Korean Wave,Sociology
C2779815167,3,Dorsalis pedis artery,Medicine
C3018304881,2,Paired comparison,Psychology
C2780215737,2,Golden hour (medicine),Medicine
C201421709,5,Multidimensional Chebyshev's inequality,Mathematics
C190136086,2,Zeitgeist,Sociology
C76374431,4,Martingale pricing,Economics
C2779136091,3,Phrenology,Psychology
C17859611,2,Equivocation,Philosophy
C2776687534,3,Periosteal reaction,Medicine
C3020336477,2,Treatment protocol,Medicine
C6628132,5,Cartan decomposition,Mathematics
C2777505154,3,Diiodomethane,Chemistry
C173104861,5,Wireless Transport Layer Security,Computer science
C2778615970,3,Weasel,Biology
C5465570,3,Early stopping,Computer science
C2776765990,2,Peacetime,Political science
C3019479642,4,Marijuana smoking,Medicine
C7402137,5,Dirichlet integral,Mathematics
C2910767764,3,Reflex Epilepsy,Medicine
C186215838,2,Conditional expectation,Mathematics
C3019094977,2,Value systems,Philosophy
C85909142,5,Gemology,Geology
C43012357,3,Stiff equation,Mathematics
C2778213722,3,Securities Exchange Act of 1934,Business
C2779471601,2,Euphemism,Sociology
C2994223898,4,Prostate disease,Medicine
C80271746,2,Mill scale,Materials science
C2781363790,4,Fruit wine,Chemistry
C197731005,4,Gamma matrices,Physics
C144329363,2,Convergence zone,Geography
C110546421,2,Arity,Mathematics
C2993703073,2,Community planning,Geography
C2777238470,2,Precommitment,Economics
C2778571676,4,ModelSim,Computer science
C2993918154,2,Functional impairment,Medicine
C2779582901,2,Distributed learning,Computer science
C2776657240,4,Differential display,Biology
C74992188,3,Non-classical logic,Philosophy
C199083928,4,Cistron,Biology
C2909038510,3,Dental Procedure,Medicine
C16311509,3,Dependency graph,Computer science
C130227246,2,Dry rot,Biology
C2982761486,2,Atmospheric air,Environmental science
C2776596588,3,Cost-shifting,Economics
C101049965,4,Constitutional monarchy,Political science
C2780652622,3,Economic diplomacy,Political science
C2988997525,2,Chemical technology,Engineering
C2778969186,5,Immunoscreening,Medicine
C2910278093,4,Axillary nodes,Medicine
C188804462,4,Watertable control,Environmental science
C145760622,2,Variable cost,Economics
C22497172,2,Situation calculus,Computer science
C176049440,4,Public awareness of science,Sociology
C18157462,3,Surface of revolution,Mathematics
C21353171,2,Length measurement,Physics
C130924491,2,Lambert W function,Mathematics
C2776651062,3,Seldinger technique,Medicine
C3017614220,2,Formal education,Sociology
C2776633596,5,VRLA battery,Engineering
C2909524676,5,W chromosome,Biology
C3017648133,3,Single strand,Biology
C113027372,4,Cyclic nucleotide-binding domain,Biology
C134534956,3,Dimmer,Engineering
C115392374,5,Volume-weighted average price,Business
C3017602810,2,Pain medication,Medicine
C176150650,3,Antiresonance,Physics
C3866505,5,Optical communications repeater,Engineering
C158514216,3,Revenue center,Business
C2781256751,3,Sexual ethics,Philosophy
C2993572104,2,Natural food,Medicine
C2780989379,2,Industrial democracy,Political science
C2778181486,2,Consumer education,Business
C107968991,2,Functional specialization,Psychology
C2780723106,3,Self-governance,Political science
C11793076,5,Matrix representation of Maxwell's equations,Physics
C2778718642,2,Neoplatonism,Philosophy
C15165950,3,Pareto chart,Business
C114965421,2,RDM,Computer science
C115957382,3,CHEMKIN,Chemistry
C167290972,2,Thermal pollution,Environmental science
C2779279451,3,Hexamethylenediamine,Chemistry
C60432849,2,Unit cube,Mathematics
C2908682922,2,Portal circulation,Medicine
C2781330165,4,Tiron,History
C2993663582,2,Cost structure,Business
C2777158700,3,Hyporeflexia,Medicine
C554736915,2,Ancient art,Art
C2779370464,3,State immunity,Political science
C2779890359,3,Weld line,Engineering
C2777804106,5,Blastocoel,Biology
C2776104089,2,Location awareness,Computer science
C2777830688,3,Protectorate,Political science
C185705657,2,Praxeology,Philosophy
C96715788,2,Guttman scale,Psychology
C41261787,4,Data deficient,Environmental science
C2909598534,3,Bony fusion,Medicine
C2776327045,2,Professional boundaries,Sociology
C2909816296,3,Plain radiography,Medicine
C2992641837,3,Hydrogen sulphide,Chemistry
C2780619561,3,Slogan,Business
C148420369,5,Initial topology,Mathematics
C33231828,3,Relatively compact subspace,Mathematics
C160174412,3,Thumbnail,Computer science
C2779542357,3,Large-signal model,Engineering
C146182682,5,Popular psychology,Psychology
C2776900749,3,Cartap,Chemistry
C2779455174,2,Information policy,Political science
C196070930,2,Correlogram,Mathematics
C53941386,3,Ethanol precipitation,Chemistry
C2910653347,5,Recombination Fraction,Biology
C2778803901,4,Basal body temperature,Medicine
C2779589656,3,Water supply network,Engineering
C185809878,2,Uncertainty,Philosophy
C60316415,4,Local regression,Mathematics
C88324339,3,Polydisc,Mathematics
C80981068,2,Archaeology of the Americas,History
C63050505,5,Static interpretation of time,Philosophy
C2781429371,2,Mountain range (options),Geography
C165029466,3,Credit spread (options),Economics
C174287851,4,Hard landscape materials,Materials science
C2777255320,5,Use tax,Economics
C2781289151,3,Class hierarchy,Computer science
C155627805,3,Basin and range topography,Geology
C2776369308,3,Design–Expert,Engineering
C3019940246,3,Employee empowerment,Business
C2986058073,3,Dynamic stress,Physics
C203373105,3,Ultimate load,Engineering
C2992553096,3,Expressive writing,Psychology
C2776808436,2,Cloister,History
C2779714059,2,Trope (literature),Art
C57669260,5,Affine cipher,Mathematics
C2987285537,2,Crisis response,Political science
C2993328178,2,Conservation of resources theory,Psychology
C2781082764,3,Optimality theory,Mathematics
C109023228,5,Separated sets,Mathematics
C2777803345,3,partial seizures,Medicine
C139072283,2,Tukey's range test,Mathematics
C107038475,3,National Income and Product Accounts,Economics
C541491724,3,Internet presence management,Business
C2778761393,2,Steel design,Engineering
C2776831707,4,Pervasive developmental disorder,Medicine
C2776431255,3,Orthoptics,Medicine
C2910714999,5,INDEL Mutation,Biology
C2908979710,2,Plaster Casts,Materials science
C2909149047,3,Benzanthracene,Chemistry
C113391598,3,Polytope model,Mathematics
C56626739,3,RTP Control Protocol,Computer science
C184363387,4,Stable curve,Mathematics
C2777348173,3,Solar furnace,Engineering
C524170830,3,Aerospace materials,Materials science
C111424310,2,Dispose pattern,Computer science
C136719777,5,Logarithmically convex function,Mathematics
C81545478,2,Fire control,Engineering
C2778942571,3,Efference copy,Psychology
C146064661,2,Array data structure,Computer science
C2776034235,3,Barley flour,Materials science
C142874826,5,Elasticity of cell membranes,Biology
C2992092908,3,Drug toxicity,Medicine
C2778063847,2,Magistrate,Political science
C109767898,5,Distributed element filter,Engineering
C2987477279,2,Discrete variable,Mathematics
C95707001,5,Circular law,Mathematics
C55177894,2,Topic Maps,Computer science
C2909243696,3,Pyridoxine Hydrochloride,Chemistry
